unique_id,name_id,surname,first_name,common_name,display_name,gender,title,electorate,birth_date,death_date,form1,form2,form3,form4,form5,source
Roberts1869,KZG,Roberts,Ernest,,"Roberts, Ernest",male,,Adelaide,1869-02-21,1913-12-02,Mr Ernest Roberts,Mr Roberts,MR ERNEST ROBERTS,MR ROBERTS,Roberts,AustralianPoliticians
Robinson1872,KZH,Robinson,Arthur,,"Robinson, Arthur",male,,Wannon,1872-04-23,1945-05-17,Mr Arthur Robinson,Mr Robinson,MR ARTHUR ROBINSON,MR ROBINSON,Robinson,AustralianPoliticians
Robinson1927,YI4,Robinson,Ian,,"Robinson, Ian",male,,Page,1925-03-27,2017-03-23,Mr Ian Robinson,Mr Robinson,MR IAN ROBINSON,MR ROBINSON,Robinson,AustralianPoliticians
Robinson1929,KZL,Robinson,Eric,,"Robinson, Eric",male,,McPherson,1929-01-18,1981-01-07,Mr Eric Robinson,Mr Robinson,MR ERIC ROBINSON,MR ROBINSON,Robinson,AustralianPoliticians
Rocher1936,ZI4,Rocher,Allan,,"Rocher, Allan",male,,Curtin,1936-02-16,2016-03-18,Mr Allan Rocher,Mr Rocher,MR ALLAN ROCHER,MR ROCHER,Rocher,AustralianPoliticians
Rodgers1875,KZT,Rodgers,Arthur,,"Rodgers, Arthur",male,,Wannon,1875-03-20,1936-10-04,Mr Arthur Rodgers,Mr Rodgers,MR ARTHUR RODGERS,MR RODGERS,Rodgers,AustralianPoliticians
Ronald1861,KZV,Ronald,James,,"Ronald, James",male,,Southern Melbourne,1861-08-27,1941-07-27,Mr James Ronald,Mr Ronald,MR JAMES RONALD,MR RONALD,Ronald,AustralianPoliticians
Ronaldson1954,XT4,Ronaldson,Michael,,"Ronaldson, Michael",male,,Ballarat,1954-02-13,,Mr Michael Ronaldson,Mr Ronaldson,MR MICHAEL RONALDSON,MR RONALDSON,Ronaldson,AustralianPoliticians
Rosevear1892,L08,Rosevear,John,Sol,"Rosevear, Sol",male,,Dalley,1892-04-04,1953-03-21,Mr Sol Rosevear,Mr Rosevear,MR SOL ROSEVEAR,MR ROSEVEAR,Rosevear,AustralianPoliticians
Rowe1872,L0B,Rowe,Albert,,"Rowe, Albert",male,,Parramatta,,1955-08-16,Mr Albert Rowe,Mr Rowe,MR ALBERT ROWE,MR ROWE,Rowe,AustralianPoliticians
Rowland1971,159771,Rowland,Michelle,,"Rowland, Michelle",female,,Greenway,1971-11-16,,Ms Michelle Rowland,Ms Rowland,MS MICHELLE ROWLAND,MS ROWLAND,Rowland,AustralianPoliticians
Roxon1967,83K,Roxon,Nicola,,"Roxon, Nicola",female,,Gellibrand,1967-04-01,,Ms Nicola Roxon,Ms Roxon,MS NICOLA ROXON,MS ROXON,Roxon,AustralianPoliticians
Roy1990,M2X,Roy,Wyatt,,"Roy, Wyatt",male,,Longman,1990-05-22,,Mr Wyatt Roy,Mr Roy,MR WYATT ROY,MR ROY,Roy,AustralianPoliticians
Rudd1957,83T,Rudd,Kevin,,"Rudd, Kevin",male,,Griffith,1957-09-21,,Mr Kevin Rudd,Mr Rudd,MR KEVIN RUDD,MR RUDD,Rudd,AustralianPoliticians
Ruddock1943,0J4,Ruddock,Philip,,"Ruddock, Philip",male,,Berowra,1943-03-12,,Mr Philip Ruddock,Mr Ruddock,MR PHILIP RUDDOCK,MR RUDDOCK,Ruddock,AustralianPoliticians
Russell1890,L0F,Russell,Edgar,,"Russell, Edgar",male,,Grey,1890-10-24,1963-03-31,Mr Edgar Russell,Mr Russell,MR EDGAR RUSSELL,MR RUSSELL,Russell,AustralianPoliticians
Russell1907,L0D,Russell,Charles,,"Russell, Charles",male,,Maranoa,1907-04-24,1977-10-21,Mr Charles Russell,Mr Russell,MR CHARLES RUSSELL,MR RUSSELL,Russell,AustralianPoliticians
Ryan1876,L0H,Ryan,Thomas,TJ,"Ryan, TJ",male,,West Sydney,1876-07-01,1921-08-01,Mr TJ Ryan,Mr Ryan,MR TJ RYAN,MR RYAN,Ryan,AustralianPoliticians
Ryan1884,L0G,Ryan,Rupert,,"Ryan, Rupert",male,,Flinders,1884-05-06,1952-08-26,Mr Rupert Ryan,Mr Ryan,MR RUPERT RYAN,MR RYAN,Ryan,AustralianPoliticians
Ryan1961,249224,Ryan,Joanne,,"Ryan, Joanne",female,,Lalor,1961-07-29,,Ms Joanne Ryan,Ms Ryan,MS JOANNE RYAN,MS RYAN,Ryan,AustralianPoliticians
Ryrie1865,L0I,Ryrie,Granville,,"Ryrie, Granville",male,,Warringah,1865-07-01,1937-10-02,Mr Granville Ryrie,Mr Ryrie,MR GRANVILLE RYRIE,MR RYRIE,Ryrie,AustralianPoliticians
Saffin1954,HVY,Saffin,Janelle,,"Saffin, Janelle",female,,Page,1954-11-01,,Ms Janelle Saffin,Ms Saffin,MS JANELLE SAFFIN,MS SAFFIN,Saffin,AustralianPoliticians
Sainsbury1940,L0J,Sainsbury,Murray,,"Sainsbury, Murray",male,,Eden-Monaro,1940-09-14,,Mr Murray Sainsbury,Mr Sainsbury,MR MURRAY SAINSBURY,MR SAINSBURY,Sainsbury,AustralianPoliticians
Salmon1861,L0K,Salmon,Charles,Carty,"Salmon, Carty",male,,Grampians,1861-07-29,1917-09-15,Mr Carty Salmon,Mr Salmon,MR CARTY SALMON,MR SALMON,Salmon,AustralianPoliticians
Sampson1863,L0P,Sampson,Sydney,,"Sampson, Sydney",male,,Wimmera,,1948-03-24,Mr Sydney Sampson,Mr Sampson,MR SYDNEY SAMPSON,MR SAMPSON,Sampson,AustralianPoliticians
Saunderson1948,2J4,Saunderson,John,,"Saunderson, John",male,,Aston,1948-05-31,,Mr John Saunderson,Mr Saunderson,MR JOHN SAUNDERSON,MR SAUNDERSON,Saunderson,AustralianPoliticians
Sawers1844,KPX,Sawers,William,,"Sawers, William",male,,New England,,1916-05-19,Mr William Sawers,Mr Sawers,MR WILLIAM SAWERS,MR SAWERS,Sawers,AustralianPoliticians
Sawford1944,3J4,Sawford,Rodney,Rod,"Sawford, Rod",male,,Port Adelaide,1944-06-26,,Mr Rod Sawford,Mr Sawford,MR ROD SAWFORD,MR SAWFORD,Sawford,AustralianPoliticians
Scholes1931,5J4,Scholes,Gordon,,"Scholes, Gordon",male,,Corio,1931-06-07,2018-12-09,Mr Gordon Scholes,Mr Scholes,MR GORDON SCHOLES,MR SCHOLES,Scholes,AustralianPoliticians
Scholfield1894,KQ8,Scholfield,Thomas,,"Scholfield, Thomas",male,,Wannon,1894-05-09,1964-06-25,Mr Thomas Scholfield,Mr Scholfield,MR THOMAS SCHOLFIELD,MR SCHOLFIELD,Scholfield,AustralianPoliticians
Schultz1939,83Q,Schultz,Albert,Alby,"Schultz, Alby",male,,Hume,1939-05-29,2015-07-14,Mr Alby Schultz,Mr Schultz,MR ALBY SCHULTZ,MR SCHULTZ,Schultz,AustralianPoliticians
Sciacca1947,6J4,Sciacca,Concetto,Con,"Sciacca, Con",male,,Bowman,1947-06-13,2017-06-21,Mr Con Sciacca,Mr Sciacca,MR CON SCIACCA,MR SCIACCA,Sciacca,AustralianPoliticians
Scott1934,7J4,Scott,John,,"Scott, John",male,,Hindmarsh,1934-03-31,,Mr John Scott,Mr Scott,MR JOHN SCOTT,MR SCOTT,Scott,AustralianPoliticians
Scott1943,YT4,Scott,Bruce,,"Scott, Bruce",male,,Maranoa,1943-10-20,,Mr Bruce Scott,Mr Scott,MR BRUCE SCOTT,MR SCOTT,Scott,AustralianPoliticians
Scott1947,8J4,Scott,Leslie,Les,"Scott, Les",male,,Oxley,1947-10-18,,Mr Les Scott,Mr Scott,MR LES SCOTT,MR SCOTT,Scott,AustralianPoliticians
Scott1977,165476,Scott,Fiona,,"Scott, Fiona",female,,Lindsay,1977-03-01,,Ms Fiona Scott,Ms Scott,MS FIONA SCOTT,MS SCOTT,Scott,AustralianPoliticians
Scullin1876,F4Q,Scullin,James,Jim,"Scullin, Jim",male,,Yarra,1876-09-18,1953-01-28,Mr Jim Scullin,Mr Scullin,MR JIM SCULLIN,MR SCULLIN,Scullin,AustralianPoliticians
Scully1890,KQB,Scully,William,,"Scully, William",male,,Gwydir,1890-02-01,1966-03-19,Mr William Scully,Mr Scully,MR WILLIAM SCULLY,MR SCULLY,Scully,AustralianPoliticians
Seabrook1867,KQW,Seabrook,Alfred,,"Seabrook, Alfred",male,,Franklin,1867-04-05,1939-06-11,Mr Alfred Seabrook,Mr Seabrook,MR ALFRED SEABROOK,MR SEABROOK,Seabrook,AustralianPoliticians
Secker1956,848,Secker,Patrick,,"Secker, Patrick",male,,Barker,1956-06-06,,Mr Patrick Secker,Mr Secker,MR PATRICK SECKER,MR SECKER,Secker,AustralianPoliticians
Sercombe1949,QK6,Sercombe,Robert,Bob,"Sercombe, Bob",male,,Maribyrnong,1949-04-03,,Mr Bob Sercombe,Mr Sercombe,MR BOB SERCOMBE,MR SERCOMBE,Sercombe,AustralianPoliticians
Sexton1905,KQY,Sexton,Joseph,Joe,"Sexton, Joe",male,,Adelaide,1905-11-24,1974-04-21,Mr Joe Sexton,Mr Sexton,MR JOE SEXTON,MR SEXTON,Sexton,AustralianPoliticians
Shack1953,9J4,Shack,Peter,,"Shack, Peter",male,,Tangney,1953-06-20,,Mr Peter Shack,Mr Shack,MR PETER SHACK,MR SHACK,Shack,AustralianPoliticians
Sharkie1972,265980,Sharkie,Rebekha,,"Sharkie, Rebekha",female,,Mayo,1972-08-24,,Ms Rebekha Sharkie,Ms Sharkie,MS REBEKHA SHARKIE,MS SHARKIE,Sharkie,AustralianPoliticians
Sharma1975,274506,Sharma,Devanand,Dave,"Sharma, Dave",male,,Wentworth,1975-12-21,,Mr Dave Sharma,Mr Sharma,MR DAVE SHARMA,MR SHARMA,Sharma,AustralianPoliticians
Sharp1954,AJ4,Sharp,John,,"Sharp, John",male,,Hume,1954-12-15,,Mr John Sharp,Mr Sharp,MR JOHN SHARP,MR SHARP,Sharp,AustralianPoliticians
Sharpe1868,KR8,Sharpe,James,,"Sharpe, James",male,,Oxley,,1935-07-08,Mr James Sharpe,Mr Sharpe,MR JAMES SHARPE,MR SHARPE,Sharpe,AustralianPoliticians
Shaw1913,KRC,Shaw,George,,"Shaw, George",male,,Dawson,1913-07-28,1966-01-09,Mr George Shaw,Mr Shaw,MR GEORGE SHAW,MR SHAW,Shaw,AustralianPoliticians
Sheehan1891,KRE,Sheehan,Thomas,Tom,"Sheehan, Tom",male,,Cook,1891-04-14,1955-03-26,Mr Tom Sheehan,Mr Sheehan,MR TOM SHEEHAN,MR SHEEHAN,Sheehan,AustralianPoliticians
Sheehy1899,KRI,Sheehy,Thomas,Tom,"Sheehy, Tom",male,,Boothby,1899-05-19,1984-09-23,Mr Tom Sheehy,Mr Sheehy,MR TOM SHEEHY,MR SHEEHY,Sheehy,AustralianPoliticians
Sherry1924,L8C,Sherry,Raymond,Ray,"Sherry, Ray",male,,Franklin,1924-10-03,1989-06-13,Mr Ray Sherry,Mr Sherry,MR RAY SHERRY,MR SHERRY,Sherry,AustralianPoliticians
Shipton1936,CJ4,Shipton,Roger,,"Shipton, Roger",male,,Higgins,1936-08-05,1998-01-19,Mr Roger Shipton,Mr Shipton,MR ROGER SHIPTON,MR SHIPTON,Shipton,AustralianPoliticians
Short1936,DJ4,Short,James,Jim,"Short, Jim",male,,Ballaarat,1936-12-07,,Mr Jim Short,Mr Short,MR JIM SHORT,MR SHORT,Short,AustralianPoliticians
Short1956,9V8,Short,Leonie,,"Short, Leonie",female,,Ryan,1956-01-01,,Ms Leonie Short,Ms Short,MS LEONIE SHORT,MS SHORT,Short,AustralianPoliticians
Shorten1967,00ATG,Shorten,William,Bill,"Shorten, Bill",male,,Maribyrnong,1967-05-12,,Mr Bill Shorten,Mr Shorten,MR BILL SHORTEN,MR SHORTEN,Shorten,AustralianPoliticians
Sidebottom1951,849,Sidebottom,Peter,Sid,"Sidebottom, Sid",male,,Braddon,1951-04-23,,Mr Sid Sidebottom,Mr Sidebottom,MR SID SIDEBOTTOM,MR SIDEBOTTOM,Sidebottom,AustralianPoliticians
Simmonds1985,282983,Simmonds,Julian,,"Simmonds, Julian",male,,Ryan,1985-08-29,,Mr Julian Simmonds,Mr Simmonds,MR JULIAN SIMMONDS,MR SIMMONDS,Simmonds,AustralianPoliticians
Simmons1947,FJ4,Simmons,David,,"Simmons, David",male,,Calare,1947-11-07,,Mr David Simmons,Mr Simmons,MR DAVID SIMMONS,MR SIMMONS,Simmons,AustralianPoliticians
Simon1936,KRM,Simon,Barry,,"Simon, Barry",male,,McMillan,1936-04-01,2004-07-07,Mr Barry Simon,Mr Simon,MR BARRY SIMON,MR SIMON,Simon,AustralianPoliticians
Simpkins1964,HWE,Simpkins,Luke,,"Simpkins, Luke",male,,Cowan,1964-06-08,,Mr Luke Simpkins,Mr Simpkins,MR LUKE SIMPKINS,MR SIMPKINS,Simpkins,AustralianPoliticians
Sinclair1864,KRN,Sinclair,Hugh,,"Sinclair, Hugh",male,,Moreton,1864-06-06,1926-08-03,Mr Hugh Sinclair,Mr Sinclair,MR HUGH SINCLAIR,MR SINCLAIR,Sinclair,AustralianPoliticians
Sinclair1929,5E4,Sinclair,Ian,,"Sinclair, Ian",male,,New England,1929-06-10,,Mr Ian Sinclair,Mr Sinclair,MR IAN SINCLAIR,MR SINCLAIR,Sinclair,AustralianPoliticians
Skene1845,KRQ,Skene,Thomas,,"Skene, Thomas",male,,Grampians,1845-12-15,1910-03-15,Mr Thomas Skene,Mr Skene,MR THOMAS SKENE,MR SKENE,Skene,AustralianPoliticians
Slipper1950,0V5,Slipper,Peter,,"Slipper, Peter",male,,Fisher,1950-02-14,,Mr Peter Slipper,Mr Slipper,MR PETER SLIPPER,MR SLIPPER,Slipper,AustralianPoliticians
Smith1851,KTT,Smith,Arthur,Bruce,"Smith, Bruce",male,,Parkes,1851-06-28,1937-08-14,Mr Bruce Smith,Mr Smith,MR BRUCE SMITH,MR SMITH,Smith,AustralianPoliticians
Smith1856,L2I,Smith,Sydney,,"Smith, Sydney",male,,Macquarie,1856-04-11,1934-02-21,Mr Sydney Smith,Mr Smith,MR SYDNEY SMITH,MR SMITH,Smith,AustralianPoliticians
Smith1881,KRT,Smith,Albert,,"Smith, Albert",male,,Wakefield,1881-01-02,1965-02-05,Mr Albert Smith,Mr Smith,MR ALBERT SMITH,MR SMITH,Smith,AustralianPoliticians
Smith1939,JV5,Smith,Silvia,,"Smith, Silvia",female,,Bass,1939-12-22,,Ms Silvia Smith,Ms Smith,MS SILVIA SMITH,MS SMITH,Smith,AustralianPoliticians
Smith1950,SK6,Smith,Anthony,Tony (Anthony Charles),"Smith, Tony (Anthony Charles)",male,,Dickson,1950-07-15,,Mr Tony (Anthony Charles) Smith,Mr Smith,MR TONY (ANTHONY CHARLES) SMITH,MR SMITH,Smith,AustralianPoliticians
Smith1954,GJ4,Smith,Warwick,,"Smith, Warwick",male,,Bass,1954-05-13,,Mr Warwick Smith,Mr Smith,MR WARWICK SMITH,MR SMITH,Smith,AustralianPoliticians
Smith1955,5V5,Smith,Stephen,,"Smith, Stephen",male,,Perth,1955-12-12,,Mr Stephen Smith,Mr Smith,MR STEPHEN SMITH,MR SMITH,Smith,AustralianPoliticians
Smith1967,00APG,Smith,Anthony,Tony (Anthony David),"Smith, Tony (Anthony David)",male,,Casey,1967-03-13,,Mr Tony (Anthony David) Smith,Mr Smith,MR TONY (ANTHONY DAVID) SMITH,MR SMITH,Smith,AustralianPoliticians
Smith1970,276714,Smith,David,,"Smith, David",male,,Bean,1970-03-25,,Mr David Smith,Mr Smith,MR DAVID SMITH,MR SMITH,Smith,AustralianPoliticians
SmithWilliam1869,KTU,Smith,William,William Laird,"Smith, William Laird",male,,Denison,1869-09-15,1942-10-21,Mr William Laird Smith,Mr Smith,MR WILLIAM LAIRD SMITH,MR SMITH,Smith,AustralianPoliticians
Smyth1959,5B6,Smyth,Brendan,,"Smyth, Brendan",male,,Canberra,1959-07-27,,Mr Brendan Smyth,Mr Smyth,MR BRENDAN SMYTH,MR SMYTH,Smyth,AustralianPoliticians
Smyth1976,172770,Smyth,Laura,,"Smyth, Laura",female,,La Trobe,1976-11-12,,Ms Laura Smyth,Ms Smyth,MS LAURA SMYTH,MS SMYTH,Smyth,AustralianPoliticians
Snedden1926,DQF,Snedden,Billy,,"Snedden, Billy",male,,Bruce,1926-12-31,1987-06-27,Mr Billy Snedden,Mr Snedden,MR BILLY SNEDDEN,MR SNEDDEN,Snedden,AustralianPoliticians
Snow1934,HJ4,Snow,James,,"Snow, James",male,,Eden-Monaro,1934-09-15,,Mr James Snow,Mr Snow,MR JAMES SNOW,MR SNOW,Snow,AustralianPoliticians
Snowdon1950,IJ4,Snowdon,Warren,,"Snowdon, Warren",male,,Lingiari,1950-03-20,,Mr Warren Snowdon,Mr Snowdon,MR WARREN SNOWDON,MR SNOWDON,Snowdon,AustralianPoliticians
Solomon1839,KTV,Solomon,Elias,,"Solomon, Elias",male,,Fremantle,1839-09-02,1909-05-23,Mr Elias Solomon,Mr Solomon,MR ELIAS SOLOMON,MR SOLOMON,Solomon,AustralianPoliticians
Solomon1853,KU9,Solomon,Vaiben,,"Solomon, Vaiben",male,,South Australia,1853-05-13,1908-10-20,Mr Vaiben Solomon,Mr Solomon,MR VAIBEN SOLOMON,MR SOLOMON,Solomon,AustralianPoliticians
Solomon1931,KU8,Solomon,Robert,,"Solomon, Robert",male,,Denison,1931-11-02,,Mr Robert Solomon,Mr Solomon,MR ROBERT SOLOMON,MR SOLOMON,Solomon,AustralianPoliticians
Somlyay1946,ZT4,Somlyay,Alexander,Alex,"Somlyay, Alex",male,,Fairfax,1946-01-18,,Mr Alex Somlyay,Mr Somlyay,MR ALEX SOMLYAY,MR SOMLYAY,Somlyay,AustralianPoliticians
Southcott1967,TK6,Southcott,Andrew,,"Southcott, Andrew",male,,Boothby,1967-10-15,,Mr Andrew Southcott,Mr Southcott,MR ANDREW SOUTHCOTT,MR SOUTHCOTT,Southcott,AustralianPoliticians
Spence1846,KUF,Spence,William,,"Spence, William",male,,Darwin,1846-08-07,1926-12-13,Mr William Spence,Mr Spence,MR WILLIAM SPENCE,MR SPENCE,Spence,AustralianPoliticians
Spender1897,KUG,Spender,Percy,,"Spender, Percy",male,,Warringah,1897-10-05,1985-05-03,Mr Percy Spender,Mr Spender,MR PERCY SPENDER,MR SPENDER,Spender,AustralianPoliticians
Spender1935,JJ4,Spender,John,,"Spender, John",male,,North Sydney,1935-12-02,,Mr John Spender,Mr Spender,MR JOHN SPENDER,MR SPENDER,Spender,AustralianPoliticians
Spooner1891,KUN,Spooner,Eric,,"Spooner, Eric",male,,Robertson,1891-03-02,1952-06-03,Mr Eric Spooner,Mr Spooner,MR ERIC SPOONER,MR SPOONER,Spooner,AustralianPoliticians
Spurr1897,KUO,Spurr,Lancelot,,"Spurr, Lancelot",male,,Wilmot,1897-03-17,1965-05-30,Mr Lancelot Spurr,Mr Spurr,MR LANCELOT SPURR,MR SPURR,Spurr,AustralianPoliticians
Stacey1879,KUW,Stacey,Fred,,"Stacey, Fred",male,,Adelaide,1879-08-06,1964-09-17,Mr Fred Stacey,Mr Stacey,MR FRED STACEY,MR STACEY,Stacey,AustralianPoliticians
Staley1939,GY5,Staley,Anthony,Tony,"Staley, Tony",male,,Chisholm,1939-05-15,,Mr Tony Staley,Mr Staley,MR TONY STALEY,MR STALEY,Staley,AustralianPoliticians
Stanley1961,265990,Stanley,Anne,,"Stanley, Anne",female,,Werriwa,1961-10-06,,Ms Anne Stanley,Ms Stanley,MS ANNE STANLEY,MS STANLEY,Stanley,AustralianPoliticians
Staples1947,KJ4,Staples,Peter,,"Staples, Peter",male,,Jagajaga,1947-10-15,,Mr Peter Staples,Mr Staples,MR PETER STAPLES,MR STAPLES,Staples,AustralianPoliticians
StClair1949,84B,St Clair,Stuart,,"St Clair, Stuart",male,,New England,1949-11-21,,Mr Stuart St Clair,Mr St Clair,MR STUART ST CLAIR,MR ST CLAIR,St Clair,AustralianPoliticians
Steedman1943,PI5,Steedman,Alan,Peter,"Steedman, Peter",male,,Casey,1943-12-07,,Mr Peter Steedman,Mr Steedman,MR PETER STEEDMAN,MR STEEDMAN,Steedman,AustralianPoliticians
Steggall1974,175696,Steggall,Zali,,"Steggall, Zali",female,,Warringah,1974-04-16,,Ms Zali Steggall,Ms Steggall,MS ZALI STEGGALL,MS STEGGALL,Steggall,AustralianPoliticians
Stevens1983,176304,Stevens,James,,"Stevens, James",male,,Sturt,1983-03-27,,Mr James Stevens,Mr Stevens,MR JAMES STEVENS,MR STEVENS,Stevens,AustralianPoliticians
Stewart1884,KV7,Stewart,Frederick,,"Stewart, Frederick",male,,Parramatta,1884-08-14,1961-06-30,Mr Frederick Stewart,Mr Stewart,MR FREDERICK STEWART,MR STEWART,Stewart,AustralianPoliticians
Stewart1885,KV8,Stewart,Percy,,"Stewart, Percy",male,,Wimmera,1885-10-18,1931-10-14,Mr Percy Stewart,Mr Stewart,MR PERCY STEWART,MR STEWART,Stewart,AustralianPoliticians
Stewart1923,KUX,Stewart,Francis,Frank,"Stewart, Frank",male,,Grayndler,1923-02-20,1979-04-16,Mr Frank Stewart,Mr Stewart,MR FRANK STEWART,MR STEWART,Stewart,AustralianPoliticians
StJohn1916,KUR,St John,Edward,,"St John, Edward",male,,Warringah,1916-08-15,1994-10-24,Mr Edward St John,Mr St John,MR EDWARD ST JOHN,MR ST JOHN,St John,AustralianPoliticians
Stokes1906,KVG,Stokes,Philip,,"Stokes, Philip",male,,Maribyrnong,1906-10-25,1983-10-18,Mr Philip Stokes,Mr Stokes,MR PHILIP STOKES,MR STOKES,Stokes,AustralianPoliticians
Stone1951,EM6,Stone,Sharman,,"Stone, Sharman",female,,Murray,1951-04-23,,Ms Sharman Stone,Ms Stone,MS SHARMAN STONE,MS STONE,Stone,AustralianPoliticians
Storrer1854,KVJ,Storrer,David,,"Storrer, David",male,,Bass,1854-11-24,1935-11-13,Mr David Storrer,Mr Storrer,MR DAVID STORRER,MR STORRER,Storrer,AustralianPoliticians
Story1857,K7L,Story,William,,"Story, William",male,,Boothby,1857-05-31,1924-07-13,Mr William Story,Mr Story,MR WILLIAM STORY,MR STORY,Story,AustralianPoliticians
Street1894,KVN,Street,Geoffrey,,"Street, Geoffrey",male,,Corangamite,1894-01-21,1940-08-13,Mr Geoffrey Street,Mr Street,MR GEOFFREY STREET,MR STREET,Street,AustralianPoliticians
Street1926,KVM,Street,Anthony,Tony,"Street, Tony",male,,Corangamite,1926-02-08,,Mr Tony Street,Mr Street,MR TONY STREET,MR STREET,Street,AustralianPoliticians
Stumm1853,KVO,Stumm,Jacob,,"Stumm, Jacob",male,,Lilley,1853-08-26,1921-01-23,Mr Jacob Stumm,Mr Stumm,MR JACOB STUMM,MR STUMM,Stumm,AustralianPoliticians
Sudmalis1955,241586,Sudmalis,Ann,,"Sudmalis, Ann",female,,Gilmore,1955-09-16,,Ms Ann Sudmalis,Ms Sudmalis,MS ANN SUDMALIS,MS SUDMALIS,Sudmalis,AustralianPoliticians
Sukkar1981,242515,Sukkar,Michael,,"Sukkar, Michael",male,,Deakin,1981-09-11,,Mr Michael Sukkar,Mr Sukkar,MR MICHAEL SUKKAR,MR SUKKAR,Sukkar,AustralianPoliticians
Sullivan1929,KVQ,Sullivan,John,,"Sullivan, John",male,,Riverina,1929-02-07,,Mr John Sullivan,Mr Sullivan,MR JOHN SULLIVAN,MR SULLIVAN,Sullivan,AustralianPoliticians
Sullivan1942,3.00E+04,Sullivan,Kathryn,Kathy,"Sullivan, Kathy",female,,Moncrieff,1942-03-08,,Ms Kathy Sullivan,Ms Sullivan,MS KATHY SULLIVAN,MS SULLIVAN,Sullivan,AustralianPoliticians
Sullivan1950,HVS,Sullivan,Jonathan,Jon,"Sullivan, Jon",male,,Longman,1950-11-10,,Mr Jon Sullivan,Mr Sullivan,MR JON SULLIVAN,MR SULLIVAN,Sullivan,AustralianPoliticians
Swan1954,2V5,Swan,Wayne,,"Swan, Wayne",male,,Lilley,1954-06-30,,Mr Wayne Swan,Mr Swan,MR WAYNE SWAN,MR SWAN,Swan,AustralianPoliticians
Swanson1970,264170,Swanson,Meryl,,"Swanson, Meryl",female,,Paterson,1970-09-03,,Ms Meryl Swanson,Ms Swanson,MS MERYL SWANSON,MS SWANSON,Swanson,AustralianPoliticians
Swartz1911,KVR,Swartz,Reginald,Reg,"Swartz, Reg",male,,Darling Downs,1911-04-14,2006-02-02,Mr Reg Swartz,Mr Swartz,MR REG SWARTZ,MR SWARTZ,Swartz,AustralianPoliticians
Symon1965,HW8,Symon,Michael,Mike,"Symon, Mike",male,,Deakin,1965-02-21,,Mr Mike Symon,Mr Symon,MR MIKE SYMON,MR SYMON,Symon,AustralianPoliticians
Tambling1943,6E4,Tambling,Grant,,"Tambling, Grant",male,,Northern Territory,1943-06-20,,Mr Grant Tambling,Mr Tambling,MR GRANT TAMBLING,MR TAMBLING,Tambling,AustralianPoliticians
Tanner1956,YU5,Tanner,Lindsay,,"Tanner, Lindsay",male,,Melbourne,1956-04-24,,Mr Lindsay Tanner,Mr Tanner,MR LINDSAY TANNER,MR TANNER,Tanner,AustralianPoliticians
Taylor1938,OJ4,Taylor,William,Bill,"Taylor, Bill",male,,Groom,1938-09-14,,Mr Bill Taylor,Mr Taylor,MR BILL TAYLOR,MR TAYLOR,Taylor,AustralianPoliticians
Taylor1966,231027,Taylor,Angus,,"Taylor, Angus",male,,Hume,1966-09-30,,Mr Angus Taylor,Mr Taylor,MR ANGUS TAYLOR,MR TAYLOR,Taylor,AustralianPoliticians
Tehan1968,210911,Tehan,Daniel,Dan,"Tehan, Dan",male,,Wannon,1968-01-27,,Mr Dan Tehan,Mr Tehan,MR DAN TEHAN,MR TEHAN,Tehan,AustralianPoliticians
Templeman1963,181810,Templeman,Susan,,"Templeman, Susan",female,,Macquarie,1963-07-30,,Ms Susan Templeman,Ms Templeman,MS SUSAN TEMPLEMAN,MS TEMPLEMAN,Templeman,AustralianPoliticians
Theodore1884,KVS,Theodore,Edward,Ted,"Theodore, Ted",male,,Dalley,1884-12-29,1950-02-09,Mr Ted Theodore,Mr Theodore,MR TED THEODORE,MR THEODORE,Theodore,AustralianPoliticians
Theophanous1946,QJ4,Theophanous,Andrew,,"Theophanous, Andrew",male,,Calwell,1946-03-24,,Mr Andrew Theophanous,Mr Theophanous,MR ANDREW THEOPHANOUS,MR THEOPHANOUS,Theophanous,AustralianPoliticians
Thistlethwaite1972,182468,Thistlethwaite,Matthew,Matt,"Thistlethwaite, Matt",male,,Kingsford Smith,1972-09-06,,Mr Matt Thistlethwaite,Mr Thistlethwaite,MR MATT THISTLETHWAITE,MR THISTLETHWAITE,Thistlethwaite,AustralianPoliticians
Thomas1863,K8L,Thomas,Josiah,,"Thomas, Josiah",male,,Barrier,1863-04-28,1933-02-05,Mr Josiah Thomas,Mr Thomas,MR JOSIAH THOMAS,MR THOMAS,Thomas,AustralianPoliticians
Thompson1885,KVU,Thompson,Victor,,"Thompson, Victor",male,,New England,1885-09-10,1968-05-11,Mr Victor Thompson,Mr Thompson,MR VICTOR THOMPSON,MR THOMPSON,Thompson,AustralianPoliticians
Thompson1886,KVT,Thompson,Albert,,"Thompson, Albert",male,,Port Adelaide,1886-11-14,1966-01-13,Mr Albert Thompson,Mr Thompson,MR ALBERT THOMPSON,MR THOMPSON,Thompson,AustralianPoliticians
Thompson1960,84C,Thompson,Cameron,,"Thompson, Cameron",male,,Blair,1960-10-01,,Mr Cameron Thompson,Mr Thompson,MR CAMERON THOMPSON,MR THOMPSON,Thompson,AustralianPoliticians
