unique_id,name_id,surname,first_name,common_name,display_name,gender,state_abbrev,birth_date,death_date,form1,form2,form3,form4,form5,source
McColl1844,KQ4,McColl,James,,"McColl, James",male,VIC,1844-01-31,1929-02-20,Senator James McColl,Senator McColl,Senator JAMES MCCOLL,Senator MCCOLL,Senator James MCCOLL,AustralianPoliticians
McDonald,123072,McDonald,Susan,,"McDonald, Susan",female,QLD,,,Senator Susan McDonald,Senator McDonald,Senator SUSAN MCDONALD,Senator MCDONALD,Senator Susan MCDONALD,AustralianPoliticians
McDougall1857,KTD,McDougall,Allan,,"McDougall, Allan",male,NSW,1857-08-02,1924-10-14,Senator Allan McDougall,Senator McDougall,Senator ALLAN MCDOUGALL,Senator MCDOUGALL,Senator Allan MCDOUGALL,AustralianPoliticians
McEwen1954,E5E,McEwen,Anne,,"McEwen, Anne",female,SA,1954-08-03,,Senator Anne McEwen,Senator McEwen,Senator ANNE MCEWEN,Senator MCEWEN,Senator Anne MCEWEN,AustralianPoliticians
McGauran1957,WH4,McGauran,Julian,,"McGauran, Julian",male,VIC,1957-03-05,,Senator Julian McGauran,Senator McGauran,Senator JULIAN MCGAURAN,Senator MCGAURAN,Senator Julian MCGAURAN,AustralianPoliticians
McGrath1974,217241,McGrath,James,,"McGrath, James",male,QLD,1974-05-14,,Senator James McGrath,Senator McGrath,Senator JAMES MCGRATH,Senator MCGRATH,Senator James MCGRATH,AustralianPoliticians
McGregor1848,KTF,McGregor,Gregor,,"McGregor, Gregor",male,SA,1848-10-18,1914-08-13,Senator Gregor McGregor,Senator McGregor,Senator GREGOR MCGREGOR,Senator MCGREGOR,Senator Gregor MCGREGOR,AustralianPoliticians
McHugh1887,KTH,McHugh,Charles,,"McHugh, Charles",male,SA,1887-04-23,1927-07-24,Senator Charles McHugh,Senator McHugh,Senator CHARLES MCHUGH,Senator MCHUGH,Senator Charles MCHUGH,AustralianPoliticians
McIntosh1925,KTJ,McIntosh,Gordon,,"McIntosh, Gordon",male,WA,1925-05-29,2019-03-10,Senator Gordon McIntosh,Senator McIntosh,Senator GORDON MCINTOSH,Senator MCINTOSH,Senator Gordon MCINTOSH,AustralianPoliticians
McKellar1903,KTL,McKellar,Gerald,,"McKellar, Gerald",male,NSW,1903-05-29,1970-04-13,Senator Gerald McKellar,Senator McKellar,Senator GERALD MCKELLAR,Senator MCKELLAR,Senator Gerald MCKELLAR,AustralianPoliticians
McKenna1895,KTN,McKenna,Nicholas,,"McKenna, Nicholas",male,TAS,1895-09-09,1974-04-22,Senator Nicholas McKenna,Senator McKenna,Senator NICHOLAS MCKENNA,Senator MCKENNA,Senator Nicholas MCKENNA,AustralianPoliticians
McKenzie1969,207825,McKenzie,Bridget,,"McKenzie, Bridget",female,VIC,1969-12-27,,Senator Bridget McKenzie,Senator McKenzie,Senator BRIDGET MCKENZIE,Senator MCKENZIE,Senator Bridget MCKENZIE,AustralianPoliticians
McKiernan1944,1I4,McKiernan,James,,"McKiernan, James",male,WA,1944-10-11,2018-08-10,Senator James McKiernan,Senator McKiernan,Senator JAMES MCKIERNAN,Senator MCKIERNAN,Senator James MCKIERNAN,AustralianPoliticians
McKim1965,JKM,McKim,Nicholas,Nick,"McKim, Nick",male,TAS,1965-06-11,,Senator Nick McKim,Senator McKim,Senator NICK MCKIM,Senator MCKIM,Senator Nick MCKIM,AustralianPoliticians
McKissock1872,KTP,McKissock,Andrew,,"McKissock, Andrew",male,VIC,1872-12-06,1919-07-17,Senator Andrew McKissock,Senator McKissock,Senator ANDREW MCKISSOCK,Senator MCKISSOCK,Senator Andrew MCKISSOCK,AustralianPoliticians
McLachlan1870,KTX,McLachlan,James,,"McLachlan, James",male,SA,1870-03-12,1956-12-01,Senator James McLachlan,Senator McLachlan,Senator JAMES MCLACHLAN,Senator MCLACHLAN,Senator James MCLACHLAN,AustralianPoliticians
McLachlan1872,KTR,McLachlan,Alexander,,"McLachlan, Alexander",male,SA,1872-11-02,1956-05-28,Senator Alexander McLachlan,Senator McLachlan,Senator ALEXANDER MCLACHLAN,Senator MCLACHLAN,Senator Alexander MCLACHLAN,AustralianPoliticians
McLachlan1966,,McLachlan,Andrew,Andrew,"Andrew, McLachlan",male,SA,1966-01-14,,Senator Andrew McLachlan,Senator McLachlan,Senator ANDREW MCLACHLAN,Senator MCLACHLAN,Senator Andrew MCLACHLAN,AustralianPoliticians
McLaren1921,KTZ,McLaren,Geoffrey,Geoff,"McLaren, Geoff",male,SA,1921-02-01,1992-01-30,Senator Geoff McLaren,Senator McLaren,Senator GEOFF MCLAREN,Senator MCLAREN,Senator Geoff MCLAREN,AustralianPoliticians
McLean1937,3I4,McLean,Paul,,"McLean, Paul",male,NSW,1937-03-13,,Senator Paul McLean,Senator McLean,Senator PAUL MCLEAN,Senator MCLEAN,Senator Paul MCLEAN,AustralianPoliticians
McLeay1892,KUA,McLeay,George,,"McLeay, George",male,SA,1892-08-06,1955-09-14,Senator George McLeay,Senator McLeay,Senator GEORGE MCLEAY,Senator MCLEAY,Senator George MCLEAY,AustralianPoliticians
McLucas1958,84L,McLucas,Jan,,"McLucas, Jan",female,QLD,1958-03-27,,Senator Jan McLucas,Senator McLucas,Senator JAN MCLUCAS,Senator MCLUCAS,Senator Jan MCLUCAS,AustralianPoliticians
McMahon1967,282728,McMahon,Samantha,Sam,"McMahon, Sam",female,NT,1967-12-11,,Senator Sam McMahon,Senator McMahon,Senator SAM MCMAHON,Senator MCMAHON,Senator Sam MCMAHON,AustralianPoliticians
McManus1905,KUD,McManus,Francis,,"McManus, Francis",male,VIC,1905-02-27,1983-12-28,Senator Francis McManus,Senator McManus,Senator FRANCIS MCMANUS,Senator MCMANUS,Senator Francis MCMANUS,AustralianPoliticians
McMullan1947,5I4,McMullan,Robert,Bob,"McMullan, Bob",male,ACT,1947-12-10,,Senator Bob McMullan,Senator McMullan,Senator BOB MCMULLAN,Senator MCMULLAN,Senator Bob MCMULLAN,AustralianPoliticians
McMullin1900,KUH,McMullin,Alister,,"McMullin, Alister",male,NSW,1900-07-14,1984-08-07,Senator Alister McMullin,Senator McMullin,Senator ALISTER MCMULLIN,Senator MCMULLIN,Senator Alister MCMULLIN,AustralianPoliticians
Melzer1926,KUJ,Melzer,Jean,,"Melzer, Jean",female,VIC,1926-02-07,2013-06-18,Senator Jean Melzer,Senator Melzer,Senator JEAN MELZER,Senator MELZER,Senator Jean MELZER,AustralianPoliticians
Messner1939,9I4,Messner,Anthony,Tony,"Messner, Tony",male,SA,1939-09-24,,Senator Tony Messner,Senator Messner,Senator TONY MESSNER,Senator MESSNER,Senator Tony MESSNER,AustralianPoliticians
Millen1860,KUL,Millen,Edward,,"Millen, Edward",male,NSW,1860-11-07,1923-09-14,Senator Edward Millen,Senator Millen,Senator EDWARD MILLEN,Senator MILLEN,Senator Edward MILLEN,AustralianPoliticians
Millen1877,KUP,Millen,John,,"Millen, John",male,TAS,1877-05-03,1941-08-01,Senator John Millen,Senator Millen,Senator JOHN MILLEN,Senator MILLEN,Senator John MILLEN,AustralianPoliticians
Milliner1911,KUS,Milliner,Bertie,,"Milliner, Bertie",male,QLD,1911-07-17,1975-06-30,Senator Bertie Milliner,Senator Milliner,Senator BERTIE MILLINER,Senator MILLINER,Senator Bertie MILLINER,AustralianPoliticians
Milne1953,KA5,Milne,Christine,,"Milne, Christine",female,TAS,1953-05-14,,Senator Christine Milne,Senator Milne,Senator CHRISTINE MILNE,Senator MILNE,Senator Christine MILNE,AustralianPoliticians
Minchin1953,JX4,Minchin,Nicholas,Nick,"Minchin, Nick",male,SA,1953-04-15,,Senator Nick Minchin,Senator Minchin,Senator NICK MINCHIN,Senator MINCHIN,Senator Nick MINCHIN,AustralianPoliticians
Missen1925,KUU,Missen,Alan,,"Missen, Alan",male,VIC,1925-07-22,1986-03-30,Senator Alan Missen,Senator Missen,Senator ALAN MISSEN,Senator MISSEN,Senator Alan MISSEN,AustralianPoliticians
Molan1950,FAB,Molan,Andrew,Jim,"Molan, Jim",male,NSW,1950-04-11,,Senator Jim Molan,Senator Molan,Senator JIM MOLAN,Senator MOLAN,Senator Jim MOLAN,AustralianPoliticians
Mooney1880,KUY,Mooney,Patrick,,"Mooney, Patrick",male,NSW,1880-01-17,1942-12-23,Senator Patrick Mooney,Senator Mooney,Senator PATRICK MOONEY,Senator MOONEY,Senator Patrick MOONEY,AustralianPoliticians
Moore1956,00AOQ,Moore,Claire,,"Moore, Claire",female,QLD,1956-02-19,,Senator Claire Moore,Senator Moore,Senator CLAIRE MOORE,Senator MOORE,Senator Claire MOORE,AustralianPoliticians
Morris1903,KV9,Morris,Kenneth,,"Morris, Kenneth",male,QLD,1903-10-22,1978-06-01,Senator Kenneth Morris,Senator Morris,Senator KENNETH MORRIS,Senator MORRIS,Senator Kenneth MORRIS,AustralianPoliticians
Morris1936,GI4,Morris,John,,"Morris, John",male,NSW,1936-06-12,2013-02-08,Senator John Morris,Senator Morris,Senator JOHN MORRIS,Senator MORRIS,Senator John MORRIS,AustralianPoliticians
Morrow1888,KVB,Morrow,William,Bill,"Morrow, Bill",male,TAS,1888-10-22,1980-07-12,Senator Bill Morrow,Senator Morrow,Senator BILL MORROW,Senator MORROW,Senator Bill MORROW,AustralianPoliticians
Muir1980,250024,Muir,Ricky,,"Muir, Ricky",male,VIC,1980-12-25,,Senator Ricky Muir,Senator Muir,Senator RICKY MUIR,Senator MUIR,Senator Ricky MUIR,AustralianPoliticians
Mulcahy1850,KVD,Mulcahy,Edward,,"Mulcahy, Edward",male,TAS,1850-03-28,1927-10-23,Senator Edward Mulcahy,Senator Mulcahy,Senator EDWARD MULCAHY,Senator MULCAHY,Senator Edward MULCAHY,AustralianPoliticians
Mullan1871,KVH,Mullan,John,,"Mullan, John",male,QLD,1871-09-08,1941-10-01,Senator John Mullan,Senator Mullan,Senator JOHN MULLAN,Senator MULLAN,Senator John MULLAN,AustralianPoliticians
Mulvihill1919,KVK,Mulvihill,James,Tony,"Mulvihill, Tony",male,NSW,1919-04-27,2000-12-10,Senator Tony Mulvihill,Senator Mulvihill,Senator TONY MULVIHILL,Senator MULVIHILL,Senator Tony MULVIHILL,AustralianPoliticians
Murphy1922,1L5,Murphy,Lionel,,"Murphy, Lionel",male,NSW,1922-08-31,1986-10-21,Senator Lionel Murphy,Senator Murphy,Senator LIONEL MURPHY,Senator MURPHY,Senator Lionel MURPHY,AustralianPoliticians
Murphy1952,FX5,Murphy,Shayne,,"Murphy, Shayne",male,TAS,1952-01-08,,Senator Shayne Murphy,Senator Murphy,Senator SHAYNE MURPHY,Senator MURPHY,Senator Shayne MURPHY,AustralianPoliticians
Murray1906,JXC,Murray,Reginald,Reg,"Murray, Reg",male,TAS,1906-04-27,1962-11-25,Senator Reg Murray,Senator Murray,Senator REG MURRAY,Senator MURRAY,Senator Reg MURRAY,AustralianPoliticians
Murray1947,3M6,Murray,Andrew,,"Murray, Andrew",male,WA,1947-01-29,,Senator Andrew Murray,Senator Murray,Senator ANDREW MURRAY,Senator MURRAY,Senator Andrew MURRAY,AustralianPoliticians
Nash1890,JXE,Nash,Richard,,"Nash, Richard",male,WA,1890-07-02,1951-12-12,Senator Richard Nash,Senator Nash,Senator RICHARD NASH,Senator NASH,Senator Richard NASH,AustralianPoliticians
Nash1965,E5G,Nash,Fiona,,"Nash, Fiona",female,NSW,1965-05-06,,Senator Fiona Nash,Senator Nash,Senator FIONA NASH,Senator NASH,Senator Fiona NASH,AustralianPoliticians
Neal1947,JXG,Neal,Laurence,,"Neal, Laurence",male,VIC,1947-07-18,,Senator Laurence Neal,Senator Neal,Senator LAURENCE NEAL,Senator NEAL,Senator Laurence NEAL,AustralianPoliticians
Neal1963,B36,Neal,Belinda,,"Neal, Belinda",female,NSW,1963-01-10,,Senator Belinda Neal,Senator Neal,Senator BELINDA NEAL,Senator NEAL,Senator Belinda NEAL,AustralianPoliticians
Needham1872,JXJ,Needham,Edward,Ted,"Needham, Ted",male,WA,1872-09-30,1956-10-26,Senator Ted Needham,Senator Needham,Senator TED NEEDHAM,Senator NEEDHAM,Senator Ted NEEDHAM,AustralianPoliticians
Negus1912,JXM,Negus,Sydney,Syd,"Negus, Syd",male,WA,1912-03-12,1986-08-01,Senator Syd Negus,Senator Negus,Senator SYD NEGUS,Senator NEGUS,Senator Syd NEGUS,AustralianPoliticians
Neild1846,JXT,Neild,John,,"Neild, John",male,NSW,1846-01-04,1911-03-08,Senator John Neild,Senator Neild,Senator JOHN NEILD,Senator NEILD,Senator John NEILD,AustralianPoliticians
Nettle1973,00AOR,Nettle,Kerry,,"Nettle, Kerry",female,NSW,1973-12-24,,Senator Kerry Nettle,Senator Nettle,Senator KERRY NETTLE,Senator NETTLE,Senator Kerry NETTLE,AustralianPoliticians
Newlands1864,JXV,Newlands,John,,"Newlands, John",male,SA,1864-08-04,1932-05-20,Senator John Newlands,Senator Newlands,Senator JOHN NEWLANDS,Senator NEWLANDS,Senator John NEWLANDS,AustralianPoliticians
Newman1937,BE4,Newman,Jocelyn,,"Newman, Jocelyn",female,TAS,1937-07-08,2018-04-01,Senator Jocelyn Newman,Senator Newman,Senator JOCELYN NEWMAN,Senator NEWMAN,Senator Jocelyn NEWMAN,AustralianPoliticians
Nicholls1894,JY6,Nicholls,Theophilus,Theo,"Nicholls, Theo",male,SA,1894-08-21,1977-07-22,Senator Theo Nicholls,Senator Nicholls,Senator THEO NICHOLLS,Senator NICHOLLS,Senator Theo NICHOLLS,AustralianPoliticians
Oakes1861,JZM,Oakes,Charles,,"Oakes, Charles",male,NSW,1861-11-30,1928-07-03,Senator Charles Oakes,Senator Oakes,Senator CHARLES OAKES,Senator OAKES,Senator Charles OAKES,AustralianPoliticians
OBrien1951,8O6,O'Brien,Kerry,,"O'Brien, Kerry",male,TAS,1951-07-19,,Senator Kerry O'Brien,Senator O'Brien,Senator KERRY O'BRIEN,Senator O'BRIEN,Senator Kerry O'BRIEN,AustralianPoliticians
OByrne1912,JYA,O'Byrne,Justin,,"O'Byrne, Justin",male,TAS,1912-06-01,1993-11-10,Senator Justin O'Byrne,Senator O'Byrne,Senator JUSTIN O'BYRNE,Senator O'BYRNE,Senator Justin O'BYRNE,AustralianPoliticians
OChee1965,EU4,O'Chee,William,Bill,"O'Chee, Bill",male,QLD,1965-06-19,,Senator Bill O'Chee,Senator O'Chee,Senator BILL O'CHEE,Senator O'CHEE,Senator Bill O'CHEE,AustralianPoliticians
OConnor1851,JYD,O'Connor,Richard,,"O'Connor, Richard",male,NSW,1851-08-04,1912-11-18,Senator Richard O'Connor,Senator O'Connor,Senator RICHARD O'CONNOR,Senator O'CONNOR,Senator Richard O'CONNOR,AustralianPoliticians
OFlaherty1886,JYY,O'Flaherty,Sidney,Sid,"O'Flaherty, Sid",male,SA,1886-07-02,1967-11-18,Senator Sid O'Flaherty,Senator O'Flaherty,Senator SID O'FLAHERTY,Senator O'FLAHERTY,Senator Sid O'FLAHERTY,AustralianPoliticians
Ogden1868,JZR,Ogden,James,,"Ogden, James",male,TAS,1868-03-08,1932-02-05,Senator James Ogden,Senator Ogden,Senator JAMES OGDEN,Senator OGDEN,Senator James OGDEN,AustralianPoliticians
OHalloran1893,JZ6,O'Halloran,Micheal,Mick,"O'Halloran, Mick",male,SA,1893-04-12,1960-09-22,Senator Mick O'Halloran,Senator O'Halloran,Senator MICK O'HALLORAN,Senator O'HALLORAN,Senator Mick O'HALLORAN,AustralianPoliticians
OKeefe1864,JZ9,O'Keefe,David,,"O'Keefe, David",male,TAS,1864-08-21,1943-07-21,Senator David O'Keefe,Senator O'Keefe,Senator DAVID O'KEEFE,Senator O'KEEFE,Senator David O'KEEFE,AustralianPoliticians
OLoghlin1852,JZC,O'Loghlin,James,,"O'Loghlin, James",male,SA,1852-11-25,1925-12-04,Senator James O'Loghlin,Senator O'Loghlin,Senator JAMES O'LOGHLIN,Senator O'LOGHLIN,Senator James O'LOGHLIN,AustralianPoliticians
Olsen1945,DU4,Olsen,John,,"Olsen, John",male,SA,1945-06-07,,Senator John Olsen,Senator Olsen,Senator JOHN OLSEN,Senator OLSEN,Senator John OLSEN,AustralianPoliticians
ONeill1961,140651,O'Neill,Deborah,,"O'Neill, Deborah",female,NSW,1961-06-04,,Senator Deborah O'Neill,Senator O'Neill,Senator DEBORAH O'NEILL,Senator O'NEILL,Senator Deborah O'NEILL,AustralianPoliticians
Ormonde1901,JZU,Ormonde,James,,"Ormonde, James",male,NSW,1901-03-23,1970-11-30,Senator James Ormonde,Senator Ormonde,Senator JAMES ORMONDE,Senator ORMONDE,Senator James ORMONDE,AustralianPoliticians
OSullivan1900,JZI,O'Sullivan,Neil,,"O'Sullivan, Neil",male,QLD,1900-08-02,1968-07-04,Senator Neil O'Sullivan,Senator O'Sullivan,Senator NEIL O'SULLIVAN,Senator O'SULLIVAN,Senator Neil O'SULLIVAN,AustralianPoliticians
OSullivan1957,247871,O'Sullivan,Barry,,"O'Sullivan, Barry",male,QLD,1957-03-24,,Senator Barry O'Sullivan,Senator O'Sullivan,Senator BARRY O'SULLIVAN,Senator O'SULLIVAN,Senator Barry O'SULLIVAN,AustralianPoliticians
OSullivan1986,283585,O'Sullivan,Matthew,Matt,"O'Sullivan, Matt",male,WA,,,Senator Matt O'Sullivan,Senator O'Sullivan,Senator MATT O'SULLIVAN,Senator O'SULLIVAN,Senator Matt O'SULLIVAN,AustralianPoliticians
Paltridge1910,JZY,Paltridge,Shane,,"Paltridge, Shane",male,WA,1910-01-11,1966-01-21,Senator Shane Paltridge,Senator Paltridge,Senator SHANE PALTRIDGE,Senator PALTRIDGE,Senator Shane PALTRIDGE,AustralianPoliticians
Panizza1931,JI4,Panizza,John,,"Panizza, John",male,WA,1931-03-24,1997-01-31,Senator John Panizza,Senator Panizza,Senator JOHN PANIZZA,Senator PANIZZA,Senator John PANIZZA,AustralianPoliticians
Parer1936,KI4,Parer,Warwick,,"Parer, Warwick",male,QLD,1936-04-06,2014-03-14,Senator Warwick Parer,Senator Parer,Senator WARWICK PARER,Senator PARER,Senator Warwick PARER,AustralianPoliticians
Parry1960,E5V,Parry,Stephen,,"Parry, Stephen",male,TAS,1960-10-31,,Senator Stephen Parry,Senator Parry,Senator STEPHEN PARRY,Senator PARRY,Senator Stephen PARRY,AustralianPoliticians
Paterson1987,144138,Paterson,James,,"Paterson, James",male,VIC,1987-11-21,,Senator James Paterson,Senator Paterson,Senator JAMES PATERSON,Senator PATERSON,Senator James PATERSON,AustralianPoliticians
Patrick1967,144292,Patrick,Rex,,"Patrick, Rex",male,SA,1967-05-08,,Senator Rex Patrick,Senator Patrick,Senator REX PATRICK,Senator PATRICK,Senator Rex PATRICK,AustralianPoliticians
Patterson1944,LI4,Patterson,Kay,,"Patterson, Kay",female,VIC,1944-11-21,,Senator Kay Patterson,Senator Patterson,Senator KAY PATTERSON,Senator PATTERSON,Senator Kay PATTERSON,AustralianPoliticians
Payne1866,K09,Payne,Herbert,,"Payne, Herbert",male,TAS,1866-08-17,1944-02-26,Senator Herbert Payne,Senator Payne,Senator HERBERT PAYNE,Senator PAYNE,Senator Herbert PAYNE,AustralianPoliticians
Payne1964,M56,Payne,Marise,,"Payne, Marise",female,NSW,1964-07-29,,Senator Marise Payne,Senator Payne,Senator MARISE PAYNE,Senator PAYNE,Senator Marise PAYNE,AustralianPoliticians
Pearce1870,K0F,Pearce,George,Gerorge Foster,"Pearce, Gerorge Foster",male,WA,1870-01-14,1952-06-24,Senator Gerorge Foster Pearce,Senator Pearce,Senator GERORGE FOSTER PEARCE,Senator PEARCE,Senator Gerorge Foster PEARCE,AustralianPoliticians
Pearson1905,K0L,Pearson,Rex,,"Pearson, Rex",male,SA,1905-01-13,1961-09-11,Senator Rex Pearson,Senator Pearson,Senator REX PEARSON,Senator PEARSON,Senator Rex PEARSON,AustralianPoliticians
Peris1971,CDK,Peris,Nova,,"Peris, Nova",female,NT,1971-02-25,,Senator Nova Peris,Senator Peris,Senator NOVA PERIS,Senator PERIS,Senator Nova PERIS,AustralianPoliticians
Piesse1900,K0Q,Piesse,Edmund,,"Piesse, Edmund",male,WA,1900-01-05,1952-08-25,Senator Edmund Piesse,Senator Piesse,Senator EDMUND PIESSE,Senator PIESSE,Senator Edmund PIESSE,AustralianPoliticians
Plain1868,K0S,Plain,William,,"Plain, William",male,VIC,1868-03-11,1961-10-14,Senator William Plain,Senator Plain,Senator WILLIAM PLAIN,Senator PLAIN,Senator William PLAIN,AustralianPoliticians
Playford1837,K0X,Playford,Thomas,,"Playford, Thomas",male,SA,1837-11-26,1915-04-19,Senator Thomas Playford,Senator Playford,Senator THOMAS PLAYFORD,Senator PLAYFORD,Senator Thomas PLAYFORD,AustralianPoliticians
Poke1906,K19,Poke,Albert,Bob,"Poke, Bob",male,TAS,1906-02-16,1989-01-04,Senator Bob Poke,Senator Poke,Senator BOB POKE,Senator POKE,Senator Bob POKE,AustralianPoliticians
Polley1957,E5X,Polley,Helen,,"Polley, Helen",female,TAS,1957-02-09,,Senator Helen Polley,Senator Polley,Senator HELEN POLLEY,Senator POLLEY,Senator Helen POLLEY,AustralianPoliticians
Poulter1913,K1B,Poulter,Maxwell,Max,"Poulter, Max",male,QLD,1913-01-22,1962-09-02,Senator Max Poulter,Senator Poulter,Senator MAX POULTER,Senator POULTER,Senator Max POULTER,AustralianPoliticians
Powell1942,OI4,Powell,Janet,,"Powell, Janet",female,VIC,1942-09-29,2013-09-30,Senator Janet Powell,Senator Powell,Senator JANET POWELL,Senator POWELL,Senator Janet POWELL,AustralianPoliticians
Power1883,K1D,Power,John,Jack,"Power, Jack",male,NSW,1883-12-15,1925-01-13,Senator Jack Power,Senator Power,Senator JACK POWER,Senator POWER,Senator Jack POWER,AustralianPoliticians
Poyser1915,K1F,Poyser,Arthur,George,"Poyser, George",male,VIC,1915-02-13,1986-08-05,Senator George Poyser,Senator Poyser,Senator GEORGE POYSER,Senator POYSER,Senator George POYSER,AustralianPoliticians
Pratt1972,I0T,Pratt,Louise,,"Pratt, Louise",female,WA,1972-04-18,,Senator Louise Pratt,Senator Pratt,Senator LOUISE PRATT,Senator PRATT,Senator Louise PRATT,AustralianPoliticians
Pratten1865,K1J,Pratten,Herbert,,"Pratten, Herbert",male,NSW,1865-05-07,1928-05-07,Senator Herbert Pratten,Senator Pratten,Senator HERBERT PRATTEN,Senator PRATTEN,Senator Herbert PRATTEN,AustralianPoliticians
Primmer1924,K1M,Primmer,Cyril,,"Primmer, Cyril",male,VIC,1924-04-19,2003-11-01,Senator Cyril Primmer,Senator Primmer,Senator CYRIL PRIMMER,Senator PRIMMER,Senator Cyril PRIMMER,AustralianPoliticians
Prowse1905,K1R,Prowse,Edgar,,"Prowse, Edgar",male,WA,1905-03-22,1977-06-02,Senator Edgar Prowse,Senator Prowse,Senator EDGAR PROWSE,Senator PROWSE,Senator Edgar PROWSE,AustralianPoliticians
Pulsford1844,K1U,Pulsford,Edward,,"Pulsford, Edward",male,NSW,1844-09-29,1919-09-29,Senator Edward Pulsford,Senator Pulsford,Senator EDWARD PULSFORD,Senator PULSFORD,Senator Edward PULSFORD,AustralianPoliticians
Puplick1948,TI4,Puplick,Christopher,,"Puplick, Christopher",male,NSW,1948-05-13,,Senator Christopher Puplick,Senator Puplick,Senator CHRISTOPHER PUPLICK,Senator PUPLICK,Senator Christopher PUPLICK,AustralianPoliticians
Quirke1950,ZS6,Quirke,John,,"Quirke, John",male,SA,1950-09-09,,Senator John Quirke,Senator Quirke,Senator JOHN QUIRKE,Senator QUIRKE,Senator John QUIRKE,AustralianPoliticians
Rae1860,K1Z,Rae,Arthur,,"Rae, Arthur",male,NSW,1860-03-14,1943-11-25,Senator Arthur Rae,Senator Rae,Senator ARTHUR RAE,Senator RAE,Senator Arthur RAE,AustralianPoliticians
Rae1932,CAK,Rae,Peter,,"Rae, Peter",male,TAS,1932-09-24,,Senator Peter Rae,Senator Rae,Senator PETER RAE,Senator RAE,Senator Peter RAE,AustralianPoliticians
Rankin1887,K2A,Rankin,George,,"Rankin, George",male,VIC,1887-05-01,1957-12-28,Senator George Rankin,Senator Rankin,Senator GEORGE RANKIN,Senator RANKIN,Senator George RANKIN,AustralianPoliticians
Rankin1908,K28,Rankin,Annabelle,,"Rankin, Annabelle",female,QLD,1908-07-28,1986-08-30,Senator Annabelle Rankin,Senator Rankin,Senator ANNABELLE RANKIN,Senator RANKIN,Senator Annabelle RANKIN,AustralianPoliticians
Ray1947,UI4,Ray,Robert,,"Ray, Robert",male,VIC,1947-04-08,,Senator Robert Ray,Senator Ray,Senator ROBERT RAY,Senator RAY,Senator Robert RAY,AustralianPoliticians
Ready1878,K2D,Ready,Rudolph,,"Ready, Rudolph",male,TAS,1878-12-15,1958-07-28,Senator Rudolph Ready,Senator Ready,Senator RUDOLPH READY,Senator READY,Senator Rudolph READY,AustralianPoliticians
Reid1842,K2Q,Reid,Robert,,"Reid, Robert",male,VIC,1842-10-17,1904-05-12,Senator Robert Reid,Senator Reid,Senator ROBERT REID,Senator REID,Senator Robert REID,AustralianPoliticians
Reid1856,K2L,Reid,Matthew,,"Reid, Matthew",male,QLD,1856-09-30,1947-08-28,Senator Matthew Reid,Senator Reid,Senator MATTHEW REID,Senator REID,Senator Matthew REID,AustralianPoliticians
Reid1886,K2G,Reid,Albert,,"Reid, Albert",male,NSW,1886-07-25,1962-05-22,Senator Albert Reid,Senator Reid,Senator ALBERT REID,Senator REID,Senator Albert REID,AustralianPoliticians
Reid1933,K2J,Reid,David,,"Reid, David",male,WA,1933-05-10,2017-10-27,Senator David Reid,Senator Reid,Senator DAVID REID,Senator REID,Senator David REID,AustralianPoliticians
ReidMargaret1935,VI4,Reid,Margaret,,"Reid, Margaret",female,ACT,1935-05-28,,Senator Margaret Reid,Senator Reid,Senator MARGARET REID,Senator REID,Senator Margaret REID,AustralianPoliticians
Rennick1970,283596,Rennick,Gerard,,"Rennick, Gerard",male,QLD,1970-11-05,,Senator Gerard Rennick,Senator Rennick,Senator GERARD RENNICK,Senator RENNICK,Senator Gerard RENNICK,AustralianPoliticians
Reynolds1941,XI4,Reynolds,Margaret,,"Reynolds, Margaret",female,QLD,1941-07-19,,Senator Margaret Reynolds,Senator Reynolds,Senator MARGARET REYNOLDS,Senator REYNOLDS,Senator Margaret REYNOLDS,AustralianPoliticians
Reynolds1965,250216,Reynolds,Linda,,"Reynolds, Linda",female,WA,1965-05-16,,Senator Linda Reynolds,Senator Reynolds,Senator LINDA REYNOLDS,Senator REYNOLDS,Senator Linda REYNOLDS,AustralianPoliticians
Rhiannon1951,CPR,Rhiannon,Lee,,"Rhiannon, Lee",female,NSW,1951-05-30,,Senator Lee Rhiannon,Senator Rhiannon,Senator LEE RHIANNON,Senator RHIANNON,Senator Lee RHIANNON,AustralianPoliticians
Rice1960,155410,Rice,Janet,,"Rice, Janet",female,VIC,1960-11-18,,Senator Janet Rice,Senator Rice,Senator JANET RICE,Senator RICE,Senator Janet RICE,AustralianPoliticians
Richardson1949,4E4,Richardson,Graham,,"Richardson, Graham",male,NSW,1949-09-27,,Senator Graham Richardson,Senator Richardson,Senator GRAHAM RICHARDSON,Senator RICHARDSON,Senator Graham RICHARDSON,AustralianPoliticians
Ridgeway1962,8G6,Ridgeway,Aden,,"Ridgeway, Aden",male,NSW,1962-09-18,,Senator Aden Ridgeway,Senator Ridgeway,Senator ADEN RIDGEWAY,Senator RIDGEWAY,Senator Aden RIDGEWAY,AustralianPoliticians
Ridley1909,K2N,Ridley,Clement,Clem,"Ridley, Clem",male,SA,1909-03-13,1988-05-19,Senator Clem Ridley,Senator Ridley,Senator CLEM RIDLEY,Senator RIDLEY,Senator Clem RIDLEY,AustralianPoliticians
